timestamp,latitud,longitud,tipo_evento
2025-04-27T20:55:32.321270,-33.668328373015875,-70.69863281250001,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:55:32.394662,-33.599627976190476,-70.69465332031251,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:32.483298,-33.68983134920635,-70.69521484375001,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:32.564891,-33.69815228174603,-70.9341552734375,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:32.647623,-33.598239087301586,-70.69407958984377,leaflet-marker-icon wm-user-icon wm-user-icon--sunny leaflet-zoom-animated
2025-04-27T20:55:32.917118,-33.69745783730159,-70.84654541015625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:33.147175,-33.71272321428572,-70.79249267578126,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:33.343513,-33.62392113095238,-70.7401611328125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:33.577684,-33.65445188492064,-70.84597167968751,leaflet-marker-icon wm-user-icon wm-user-icon--inlove leaflet-zoom-animated
2025-04-27T20:55:33.746405,-33.671106150793655,-70.84597167968751,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:33.972613,-33.61628224206349,-70.69749755859377,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:36.484058,-33.670411706349206,-70.69749755859377,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:55:36.926502,-33.7147941468254,-70.74073486328126,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:37.189087,-33.63293650793651,-70.69692382812501,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:37.341797,-33.638492063492066,-70.69863281250001,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:37.666554,-33.64335317460318,-70.69920654296877,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:37.894245,-33.63779761904762,-70.82833251953126,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:55:38.119826,-33.707862103174605,-70.827197265625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:38.835661,-33.45168650793651,-70.82264404296875,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:55:39.388732,-33.485416666666666,-70.71032714843751,POLICIA
2025-04-27T20:55:39.573579,-33.49641617063492,-70.72974853515626,PELIGRO
2025-04-27T20:55:39.743815,-33.45014880952381,-70.71177978515625,POLICIA
2025-04-27T20:55:39.865300,-33.49454365079365,-70.77211914062501,POLICIA
2025-04-27T20:55:39.934437,-33.397408234126985,-70.80935058593751,leaflet-marker-icon wm-alert-cluster-icon wm-alert-cluster-icon--hazard wm-alert-cluster-icon--hazard-on-shoulder-car-stopped wm-alert-cluster-icon--zoom17 wm-alert-cluster-icon--uniform leaflet-zoom-animated leaflet-interactive
2025-04-27T20:55:40.123912,-33.4851314484127,-70.7349609375,PELIGRO
2025-04-27T20:55:40.243413,-33.49139384920635,-70.72687988281251,PELIGRO
2025-04-27T20:55:40.330210,-33.45172371031746,-70.73256835937501,PELIGRO
2025-04-27T20:55:40.379971,-33.46752232142857,-70.74481201171876,POLICIA
2025-04-27T20:55:40.422582,-33.405915178571426,-70.70928955078126,CAMINO CORTADO
2025-04-27T20:55:40.460830,-33.40507192460317,-70.70604248046875,CAMINO CORTADO
2025-04-27T20:55:40.502825,-33.404786706349206,-70.70523681640626,CAMINO CORTADO
2025-04-27T20:55:40.550944,-33.40648561507936,-70.71170654296876,CAMINO CORTADO
2025-04-27T20:55:40.784042,-33.40525793650794,-70.70665283203125,CAMINO CORTADO
2025-04-27T20:55:40.850286,-33.405431547619045,-70.70729980468751,CAMINO CORTADO
2025-04-27T20:55:40.948896,-33.40665922619048,-70.71239013671875,CAMINO CORTADO
2025-04-27T20:55:41.046314,-33.40525793650794,-70.70665283203125,CAMINO CORTADO
2025-04-27T20:55:41.266299,-33.404786706349206,-70.70523681640626,CAMINO CORTADO
2025-04-27T20:55:41.417898,-33.40648561507936,-70.71170654296876,CAMINO CORTADO
2025-04-27T20:55:41.604730,-33.405431547619045,-70.70729980468751,CAMINO CORTADO
2025-04-27T20:55:41.750809,-33.406349206349205,-70.7111083984375,CAMINO CORTADO
2025-04-27T20:55:41.902328,-33.405915178571426,-70.70928955078126,CAMINO CORTADO
2025-04-27T20:55:42.019625,-33.406349206349205,-70.7111083984375,CAMINO CORTADO
2025-04-27T20:55:42.318143,-33.40507192460317,-70.70604248046875,CAMINO CORTADO
2025-04-27T20:55:42.564520,-33.39345238095238,-70.78303222656251,CAMINO CORTADO
2025-04-27T20:55:43.996223,-33.39429563492063,-70.782958984375,CAMINO CORTADO
2025-04-27T20:55:47.288290,-33.45168650793651,-70.47264404296875,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:55:47.347554,-33.41748511904762,-70.55015869140625,leaflet-marker-icon wm-alert-cluster-icon wm-alert-cluster-icon--police wm-alert-cluster-icon--default wm-alert-cluster-icon--zoom17 wm-alert-cluster-icon--uniform leaflet-zoom-animated leaflet-interactive
2025-04-27T20:55:47.421664,-33.41039186507936,-70.55443115234375,POLICIA
2025-04-27T20:55:47.486402,-33.417410714285715,-70.55003662109375,leaflet-marker-icon wm-alert-cluster-icon wm-alert-cluster-icon--police wm-alert-cluster-icon--default wm-alert-cluster-icon--zoom17 wm-alert-cluster-icon--uniform leaflet-zoom-animated leaflet-interactive
2025-04-27T20:55:47.558909,-33.39284474206349,-70.588671875,PELIGRO
2025-04-27T20:55:47.646432,-33.50848214285714,-70.52071533203126,POLICIA
2025-04-27T20:55:47.799482,-33.453038194444446,-70.58427734375,POLICIA
2025-04-27T20:55:47.907126,-33.44027777777778,-70.57774658203125,PELIGRO
2025-04-27T20:55:49.866962,-33.399007936507935,-70.58568115234375,CAMINO CORTADO
2025-04-27T20:55:49.935545,-33.39935515873016,-70.585693359375,CAMINO CORTADO
2025-04-27T20:55:50.021417,-33.398784722222224,-70.58565673828126,CAMINO CORTADO
2025-04-27T20:55:50.118243,-33.4094494047619,-70.563671875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:50.176120,-33.40598958333333,-70.58529052734376,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:50.230821,-33.437152777777776,-70.6000732421875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:50.293448,-33.38798363095238,-70.5562744140625,leaflet-marker-icon wm-user-icon wm-user-icon--zombie leaflet-zoom-animated
2025-04-27T20:55:50.346763,-33.437834821428574,-70.56025390625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:51.197172,-33.433680555555554,-70.51588134765626,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:52.070772,-33.383829365079364,-70.56480712890625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:52.585239,-33.41153273809524,-70.54603271484376,leaflet-marker-icon wm-user-icon wm-user-icon--sunny leaflet-zoom-animated
2025-04-27T20:55:52.703915,-33.48421378968254,-70.56936035156251,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:52.859539,-33.39283234126984,-70.58358154296876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:52.945716,-33.50982142857143,-70.48231201171876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:53.065282,-33.435763888888886,-70.588134765625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:53.168910,-33.4281498015873,-70.51986083984376,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:55:53.293537,-33.392137896825396,-70.58358154296876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:53.426112,-33.435069444444444,-70.5767578125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:53.486507,-33.49139384920635,-70.72687988281251,PELIGRO
2025-04-27T20:55:53.586024,-33.45172371031746,-70.73256835937501,PELIGRO
2025-04-27T20:55:53.687622,-33.38174603174603,-70.59267578125001,leaflet-marker-icon wm-user-icon wm-user-icon--ninja leaflet-zoom-animated
2025-04-27T20:55:53.707829,-33.46752232142857,-70.74481201171876,POLICIA
2025-04-27T20:55:53.820034,-33.405915178571426,-70.70928955078126,CAMINO CORTADO
2025-04-27T20:55:53.880869,-33.44027777777778,-70.57774658203125,PELIGRO
2025-04-27T20:55:54.141840,-33.394382440476186,-70.78287353515626,CAMINO CORTADO
2025-04-27T20:55:54.205283,-33.4437748015873,-70.73225097656251,CAMINO CORTADO
2025-04-27T20:55:54.266260,-33.443092757936505,-70.7323486328125,CAMINO CORTADO
2025-04-27T20:55:54.328778,-33.443353174603175,-70.73060302734376,CAMINO CORTADO
2025-04-27T20:55:54.385040,-33.392137896825396,-70.78453369140625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:54.441394,-33.43160962301587,-70.70034179687501,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:54.503316,-33.390749007936506,-70.78111572265625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:54.558985,-33.42399553571428,-70.74414062500001,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:54.614116,-33.45238095238095,-70.73333740234376,leaflet-marker-icon wm-user-icon wm-user-icon--sunny leaflet-zoom-animated
2025-04-27T20:55:54.678828,-33.488368055555554,-70.70034179687501,leaflet-marker-icon wm-user-icon wm-user-icon--zombie leaflet-zoom-animated
2025-04-27T20:55:55.013752,-33.44892113095238,-70.74471435546876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.079439,-33.38035714285714,-70.73162841796876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.136267,-33.390054563492065,-70.72025146484376,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.197099,-33.435069444444444,-70.7435791015625,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:55:55.256460,-33.38035714285714,-70.8510986328125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.319845,-33.495287698412696,-70.84597167968751,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.382902,-33.40114087301587,-70.71456298828126,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.448890,-33.42191220238095,-70.73958740234376,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.508033,-33.438529265873015,-70.7009033203125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.565160,-33.384523809523806,-70.75324707031251,leaflet-marker-icon wm-user-icon wm-user-icon--zombie leaflet-zoom-animated
2025-04-27T20:55:55.625724,-33.510515873015876,-70.71285400390626,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.684551,-33.384523809523806,-70.706591796875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:55:55.738845,-33.437152777777776,-70.70716552734376,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:56:02.637640,-33.442683531746034,-70.58927001953126,leaflet-marker-icon wm-user-icon wm-user-icon--inlove leaflet-zoom-animated
2025-04-27T20:56:02.696801,-33.436458333333334,-70.59893798828125,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:56:02.777449,-33.435069444444444,-70.57049560546875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:58:28.271633,-33.74534226190477,-70.98597737630207,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:21.797866,-33.74534226190477,-70.77597737630207,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:23.829302,-33.74534226190477,-70.82264404296875,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:23.999614,-33.78121775793651,-70.87623372395832,PELIGRO
2025-04-27T20:59:24.463096,-33.78121775793651,-70.86981201171875,PELIGRO
2025-04-27T20:59:24.477429,-33.69606150793651,-70.72255940755207,PELIGRO
2025-04-27T20:59:24.506992,-33.69606150793651,-70.71613769531251,PELIGRO
2025-04-27T20:59:24.527345,-33.77405009920635,-70.65986409505207,PELIGRO
2025-04-27T20:59:24.548121,-33.73465277777778,-70.857275390625,POLICIA
2025-04-27T20:59:24.559125,-33.69325892857143,-70.69135823567707,leaflet-marker-icon wm-alert-cluster-icon wm-alert-cluster-icon--hazard wm-alert-cluster-icon--hazard-on-shoulder-car-stopped wm-alert-cluster-icon--zoom17 wm-alert-cluster-icon--uniform leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:24.573983,-33.72218998015873,-70.70830078125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:24.597635,-33.73465277777778,-70.86369710286456,POLICIA
2025-04-27T20:59:24.606786,-33.7951066468254,-70.90115966796874,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:24.620334,-33.704122023809525,-70.73747639973958,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:24.629362,-33.71941220238095,-70.70887451171876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:24.648425,-33.78053571428572,-70.65726399739583,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:24.676974,-33.81663442460318,-70.879541015625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:24.706543,-33.71802331349207,-70.71529622395832,leaflet-marker-icon wm-user-icon wm-user-icon--inlove leaflet-zoom-animated
2025-04-27T20:59:24.781684,-33.773591269841276,-70.7060302734375,leaflet-marker-icon wm-user-icon wm-user-icon--ninja leaflet-zoom-animated
2025-04-27T20:59:24.917101,-33.72149553571429,-70.73862386067708,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:24.926262,-33.72843998015873,-70.706591796875,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:24.969160,-33.78470238095238,-70.70903401692708,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:24.994026,-33.79095238095238,-70.70034179687501,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.035195,-33.704122023809525,-70.68912434895833,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:25.044442,-33.80830109126985,-70.82037353515625,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.059728,-33.7881746031746,-70.70732503255208,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:59:25.074045,-33.7770634920635,-70.9552001953125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.091345,-33.80830109126985,-70.82679524739582,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.118929,-33.76248015873016,-70.93358154296875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.122083,-33.7201066468254,-70.71472249348957,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.149419,-33.772202380952386,-70.93699951171875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.169029,-33.73746775793651,-70.71301350911457,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:25.355608,-33.71455109126984,-70.71643147786457,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.366525,-33.7881746031746,-70.93358154296875,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.391615,-33.674236111111114,-70.73065266927082,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:25.417676,-33.78748015873016,-70.91309814453125,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.430628,-33.798578869047624,-70.90245442708331,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.467740,-33.81107886904762,-70.88238525390625,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:59:25.473392,-33.734689980158734,-70.89847493489582,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.504683,-33.71106646825397,-70.72821044921876,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:59:25.509840,-33.77289682539683,-70.66010823567707,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.532441,-33.764563492063495,-70.94609375,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.542194,-33.76248015873016,-70.66523518880207,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.563229,-33.79095238095238,-70.70034179687501,leaflet-marker-icon wm-user-icon wm-user-icon--inlove leaflet-zoom-animated
2025-04-27T20:59:25.569874,-33.69856646825397,-70.72154622395833,leaflet-marker-icon wm-user-icon wm-user-icon--peaceful leaflet-zoom-animated
2025-04-27T20:59:25.610298,-33.69856646825397,-70.73007893880208,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:25.611987,-33.78400793650794,-70.94211425781249,leaflet-marker-icon wm-user-icon wm-user-icon--inlove leaflet-zoom-animated
2025-04-27T20:59:25.656103,-33.7770634920635,-70.9273193359375,leaflet-marker-icon wm-user-icon wm-user-icon--LOL leaflet-zoom-animated
2025-04-27T20:59:25.677575,-33.69091517857143,-70.71854248046876,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:26.866300,-33.68605406746032,-70.70618977864582,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:26.943650,-33.729134424603174,-70.71301350911457,leaflet-marker-icon wm-user-icon wm-user-icon--happy leaflet-zoom-animated
2025-04-27T20:59:50.229841,-33.74534226190477,-70.7993107096354,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:50.443941,-33.74500744047619,-70.6593107096354,leaflet-marker-icon wm-marker-icon is-destination leaflet-zoom-animated leaflet-interactive
2025-04-27T20:59:51.153396,-33.78121775793651,-70.87301676432291,PELIGRO
2025-04-27T20:59:51.217686,-33.69606150793651,-70.71934244791667,PELIGRO
